utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
can you help me solving an issue with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang isang problema sa pamamagitan ng pagbabayad?,0.8639829158782959,False,
I do not know how to report issues with payment,payment_issue,PAYMENT,BEM,Hindi ko alam kung paano magreport ng mga isyu nang may bayad,0.8207207322120667,False,
help me solve payment issues,payment_issue,PAYMENT,BM,ay tumutulong sa akin na lutasin ang mga isyu tungkol sa pagbabayad,0.8851344585418701,False,
I need help to solve payment issues,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga isyu tungkol sa pagbabayad,0.969974160194397,False,
help solving an issue with payment,payment_issue,PAYMENT,B,ay tumutulong sa paglutas ng problema sa pamamagitan ng pagbabayad,0.8514273166656494,False,
I don't know how to report payment issues,payment_issue,PAYMENT,BM,Hindi ko alam kung paano magreport ng mga isyu sa pagbabayad,0.9731352925300598,False,
help me solving an issue with payment,payment_issue,PAYMENT,B,ay tumutulong sa akin na lutasin ang isang problema sa pamamagitan ng pagbabayad,0.8399223685264587,False,
could you help me to solve a payment issue?,payment_issue,PAYMENT,BIP,Matutulungan mo ba akong lutasin ang isang isyu sa pagbabayad?,0.965958535671234,False,
how do I report an issue with payments?,payment_issue,PAYMENT,BIM,paano ko iniuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8804728388786316,False,
payment issue,payment_issue,PAYMENT,BK,isyu ng pagbabayad,0.959461510181427,False,
can you help me report issues with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong mag - ulat ng mga isyu sa pamamagitan ng pagbabayad?,0.8281466960906982,False,
I need assistance to report an issue with payment,payment_issue,PAYMENT,B,Kailangan ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.941653609275818,False,
I want assistance reporting issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong sa pag - uulat ng mga bagay na may bayad,0.6676247119903564,True,
assistance to report issues with payments,payment_issue,PAYMENT,BM,tulong sa pag - uulat ng mga isyu na may kabayaran,0.8506660461425781,False,
help solving issues with payments,payment_issue,PAYMENT,BM,ay tumutulong sa paglutas ng mga problema sa pamamagitan ng pagbabayad,0.8655511140823364,False,
where to report issues with payments?,payment_issue,PAYMENT,BIM,kung saan mag - uulat ng mga isyu tungkol sa pagbabayad?,0.8254809379577637,False,
help with payment,payment_issue,PAYMENT,BK,sa pamamagitan ng pagbabayad,0.8859988451004028,False,
I want assistance to report a payment issue,payment_issue,PAYMENT,B,Nais ko ng tulong upang iulat ang isang isyu sa pagbabayad,0.9616608023643494,False,
I do not know how I can report an issue with payments,payment_issue,PAYMENT,BEM,Hindi ko alam kung paano ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad,0.877658486366272,False,
could you help me solving issues with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.8753517866134644,False,
I need assistance solving an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9047060012817384,False,
help me to solve an issue with payments,payment_issue,PAYMENT,BM,ay tumutulong sa akin na lutasin ang isang isyu sa pamamagitan ng pagbabayad,0.840625524520874,False,
I need to report issues with payment,payment_issue,PAYMENT,BM,Kailangan kong mag - ulat ng mga isyu nang may bayad,0.7806093692779541,False,
reporting issue with payment,payment_issue,PAYMENT,BK,Nag - uulat ng isyu na may bayad,0.810314416885376,False,
issue with payment,payment_issue,PAYMENT,BK,na may bayad,0.2856131792068481,True,
I want to report an issue with payments,payment_issue,PAYMENT,BM,Nais kong iulat ang isang isyu sa pamamagitan ng pagbabayad,0.87595134973526,False,
I get an error when I try to pay,payment_issue,PAYMENT,B,Ako'y nagkakamali kapag ako'y nagbabayad,0.4349624514579773,True,
I want help reporting issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong sa pag - uulat ng mga bagay na may bayad,0.635796070098877,True,
I want assistance solving a payment issue,payment_issue,PAYMENT,B,Nais ko ng tulong upang malutas ang isang isyu sa pagbabayad,0.967096507549286,False,
I want assistance solving an issue with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong sa paglutas sa isang isyu sa pamamagitan ng pagbabayad,0.9043241739273072,False,
I need assistance to solve issues with payment,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9244622588157654,False,
I need assistance to report a payment issue,payment_issue,PAYMENT,B,Kailangan ko ng tulong upang iulat ang isang isyu sa pagbabayad,0.963224470615387,False,
could you help me report a payment issue?,payment_issue,PAYMENT,BIP,Matutulungan mo ba akong iulat ang isang isyu sa pagbabayad?,0.9377766251564026,False,
I want assistance reporting issues with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong sa pag - uulat ng mga bagay na may bayad,0.6706371307373047,True,
I need assistance reporting an issue with payment,payment_issue,PAYMENT,B,Kailangan ko ng tulong sa pag - uulat ng isang isyu nang may bayad,0.7669724225997925,False,
where can I report an issue with payments?,payment_issue,PAYMENT,BIM,saan ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8421226143836975,False,
I need help solving issues with payment,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9039226770401,False,
report issue with payment,payment_issue,PAYMENT,BK,na may kalakip na bayad,0.2003955841064453,True,
I don't know what to do to report an issue with payments,payment_issue,PAYMENT,BM,Hindi ko alam kung ano ang gagawin upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9038698673248292,False,
help to report issues with payment,payment_issue,PAYMENT,BM,upang iulat ang mga isyu sa pamamagitan ng pagbabayad,0.9121097326278688,False,
I don't know how I could report issues with payment,payment_issue,PAYMENT,BMP,Hindi ko alam kung paano ako makapag - uulat ng mga isyu nang may bayad,0.7765272855758667,False,
assistance buying several of your item,place_order,ORDER,BM,tulong sa pagbili ng ilan sa iyong mga gamit,0.8828556537628174,False,
could you help me buy some items?,place_order,ORDER,BIMP,Matutulungan mo ba akong bumili ng ilang bagay?,0.9570945501327516,False,
help to buy several items,place_order,ORDER,BM,na bumili ng ilang bagay,0.7886456847190857,False,
can you help me buying a few of your item?,place_order,ORDER,BIM,Matutulungan mo ba akong bumili ng ilan sa iyong mga gamit?,0.8649324178695679,False,
I don't know what I have to do to make an order,place_order,ORDER,B,Hindi ko alam kung ano ang dapat kong gawin upang gumawa ng isang utos,0.6781457662582397,True,
I am trying to buy several of your item,place_order,ORDER,BM,Sinisikap kong bilhin ang ilan sa inyong mga gamit,0.9200506210327148,False,
how could I buy something?,place_order,ORDER,BIP,paano ako makabibili ng isang bagay?,0.8009400367736816,False,
where to make an order?,place_order,ORDER,BI,saan ba mag - uutos?,0.2831341922283172,True,
where to buy a few of your item?,place_order,ORDER,BIM,kung saan bibili ng ilan sa iyong mga gamit?,0.748390793800354,False,
I do not know what I need to do to buy some of your item,place_order,ORDER,BEM,Hindi ko alam kung ano ang kailangan kong gawin upang bilhin ang ilan sa inyong mga gamit,0.8935830593109131,False,
where can I buy a few of your item?,place_order,ORDER,BIM,saan ako makabibili ng ilan sa inyong mga gamit?,0.7650307416915894,False,
can you help me to buy some of your item?,place_order,ORDER,BIM,Matutulungan mo ba akong bumili ng ilan sa mga gamit mo?,0.862281322479248,False,
help me buy a few of your item,place_order,ORDER,BM,ay nakatulong sa akin na bumili ng ilan sa inyong mga gamit,0.7697540521621704,False,
I want assistance making a purchase,place_order,ORDER,B,Nais ko ng tulong sa pagbili,0.9281789064407348,False,
help me to buy several of your item,place_order,ORDER,BM,na bilhin ang ilan sa inyong mga gamit,0.6747370958328247,True,
I would like to buy some of your item,place_order,ORDER,BMP,Gusto kong bumili ng ilan sa inyong mga gamit,0.9333785772323608,False,
what do I have to do to buy several of your item?,place_order,ORDER,BIM,ano ang kailangan kong gawin upang bilhin ang ilan sa inyong mga gamit?,0.7217592597007751,False,
help to buy something,place_order,ORDER,B,na bumili ng isang bagay,0.8049059510231018,False,
I don't know how I can buy some items,place_order,ORDER,BM,Hindi ko alam kung paano ako makabibili ng ilang bagay,0.7876211404800415,False,
how can I buy a few of your item?,place_order,ORDER,BIM,paano ako makabibili ng ilan sa inyong mga gamit?,0.697990894317627,True,
could you help me buying several of your item?,place_order,ORDER,BIMP,Matutulungan mo ba akong bumili ng ilan sa mga gamit mo?,0.8335287570953369,False,
I need assistance to buy some of your item,place_order,ORDER,BM,Kailangan ko ng tulong upang makabili ng ilan sa inyong mga gamit,0.933375358581543,False,
I have got to buy some of your item,place_order,ORDER,BM,Kailangan kong bumili ng ilan sa inyong mga gamit,0.9304139614105223,False,
help me buy some items,place_order,ORDER,BM,ay tumutulong sa akin na bumili ng ilang bagay,0.7756717205047607,False,
I don't know how I could buy an item,place_order,ORDER,BP,Hindi ko alam kung paano ako makabibili ng isang bagay,0.8418294787406921,False,
I try to make a purchase,place_order,ORDER,B,Sinisikap kong bumili,0.8977780938148499,False,
what do I need to do to buy a few of your item?,place_order,ORDER,BIM,ano ang kailangan kong gawin upang mabili ang ilan sa inyong mga gamit?,0.6812361478805542,True,
could you help me buying a few of your item?,place_order,ORDER,BIMP,Matutulungan mo ba akong bumili ng ilan sa iyong mga gamit?,0.8713655471801758,False,
make a purchase,place_order,ORDER,B,bumili,0.5196050405502319,True,
where to buy an item?,place_order,ORDER,BI,saan bibili ng isang bagay?,0.8356672525405884,False,
I am trying to make a purchase,place_order,ORDER,B,Sinisikap kong bumili,0.9149872660636902,False,
I need help buying a few of your item,place_order,ORDER,BM,Kailangan ko ng tulong sa pagbili ng ilan sa inyong mga gamit,0.91860830783844,False,
I need assistance to buy several items,place_order,ORDER,BM,Kailangan ko ng tulong upang makabili ng ilang bagay,0.8426892757415771,False,
can you help me buying an item?,place_order,ORDER,BI,Matutulungan mo ba akong bumili ng isang bagay?,0.9124122858047484,False,
I need assistance to buy a few of your item,place_order,ORDER,BM,Kailangan ko ng tulong upang makabili ng ilan sa inyong mga gamit,0.9337737560272216,False,
I want assistance buying several items,place_order,ORDER,BM,Nais ko ng tulong sa pagbili ng ilang bagay,0.8912032842636108,False,
I try to buy several of your item,place_order,ORDER,BM,Sinisikap kong bilhin ang ilan sa inyong mga gamit,0.903449296951294,False,
where to buy something?,place_order,ORDER,BI,kung saan bibili ng isang bagay?,0.8377490043640137,False,
where could I make a purchase?,place_order,ORDER,BIP,Saan ako bibili?,0.8102961778640747,False,
I want assistance to buy an item,place_order,ORDER,B,Nais ko ng tulong upang makabili ng isang bagay,0.8691816329956055,False,
I want assistance to make an order,place_order,ORDER,B,Nais ko ng tulong upang gumawa ng isang utos,0.6019954681396484,True,
help me make a purchase,place_order,ORDER,B,ay tutulong sa akin na bumili,0.7743773460388184,False,
I want assistance to make a purchase,place_order,ORDER,B,Nais ko ng tulong upang bumili,0.8989484310150146,False,
help to buy some items,place_order,ORDER,BM,na bumili ng ilang bagay,0.8003184795379639,False,
I want help to buy several items,place_order,ORDER,BM,Nais ko ng tulong upang makabili ng ilang bagay,0.892813503742218,False,
I want to make an order,place_order,ORDER,B,Gusto kong gumawa ng order,0.9624216556549072,False,
I do not know what I need to do to buy an item,place_order,ORDER,BE,Hindi ko alam kung ano ang kailangan kong gawin upang bumili ng isang bagay,0.8973802328109741,False,
assistance buying something,place_order,ORDER,B,tulungang bumili ng isang bagay,0.7202142477035522,False,
I try to buy some of your item,place_order,ORDER,BM,Sinisikap kong bilhin ang ilan sa inyong mga gamit,0.92233145236969,False,
making purchase,place_order,ORDER,BK,pagbili,0.6491423845291138,True,
I do not know how I can buy several of your item,place_order,ORDER,BEM,Hindi ko alam kung paano ko mabibili ang ilan sa inyong mga gamit,0.7725783586502075,False,
I need help to buy several items,place_order,ORDER,BM,Kailangan ko ng tulong upang makabili ng ilang bagay,0.8408684730529785,False,
would it be possible to buy a few of your item?,place_order,ORDER,BIMP,Posible kayang bumili ng ilan sa iyong mga gamit?,0.8183056116104126,False,
would it be possible to buy an item?,place_order,ORDER,BIP,Posible kayang bumili ng isang bagay?,0.8705698251724243,False,
I do not know how I could buy a few of your item,place_order,ORDER,BEMP,Hindi ko alam kung paano ako makabibili ng ilan sa inyong mga gamit,0.8354439735412598,False,
I want help to buy several of your item,place_order,ORDER,BM,Nais ko ng tulong upang bilhin ang ilan sa inyong mga gamit,0.9262776970863342,False,
would it be possible to make a purchase?,place_order,ORDER,BIP,Posible kayang bumili?,0.8226315379142761,False,
I do not know what I have to do to make a purchase,place_order,ORDER,BE,Hindi ko alam kung ano ang kailangan kong gawin upang bumili,0.898615837097168,False,
make order,place_order,ORDER,BK,gumawa ng pagkakasunod-sunod,0.7378315925598145,False,
I do not know how I can buy a few of your item,place_order,ORDER,BEM,Hindi ko alam kung paano ko mabibili ang ilan sa inyong mga gamit,0.8032180070877075,False,
how can I buy something?,place_order,ORDER,BI,paano ako makabibili ng isang bagay?,0.7773028612136841,False,
I want to buy some of your item,place_order,ORDER,BM,Gusto kong bilhin ang ilan sa inyong mga gamit,0.9006984233856201,False,
I do not know what I have to do to make an order,place_order,ORDER,BE,Hindi ko alam kung ano ang dapat kong gawin upang gumawa ng isang utos,0.6385143995285034,True,
how do I buy some items?,place_order,ORDER,BIM,paano ako bumibili ng ilang bagay?,0.8152536153793335,False,
can you help me buy several of your item?,place_order,ORDER,BIM,Matutulungan mo ba akong bumili ng ilan sa iyong mga gamit?,0.8322466611862183,False,
assistance to make an order,place_order,ORDER,B,tulong sa pag - uutos,0.5326006412506104,True,
I do not know what to do to make a purchase,place_order,ORDER,BE,Hindi ko alam kung ano ang gagawin ko upang bumili,0.7885603904724121,False,
I do not know what I need to do to buy several of your item,place_order,ORDER,BEM,Hindi ko alam kung ano ang kailangan kong gawin upang bilhin ang ilan sa inyong mga gamit,0.8751356601715088,False,
I want assistance to buy some of your item,place_order,ORDER,BM,Nais ko ng tulong upang bilhin ang ilan sa inyong mga gamit,0.953591763973236,False,
